1.9000000000,0.0014614540
1.8990000000,0.0014502483
1.8980000000,0.0014402876
1.8970000000,0.0014303270
1.8960000000,0.0014191212
1.8950000000,0.0014091606
1.8940000000,0.0013979548
1.8930000000,0.0013867491
1.8920000000,0.0013755434
1.8910000000,0.0013655827
1.8900000000,0.0013556220
1.8890000000,0.0013444163
1.8880000000,0.0013344556
1.8870000000,0.0013244950
1.8860000000,0.0013132892
1.8850000000,0.0013033286
1.8840000000,0.0012933679
1.8830000000,0.0012821622
1.8820000000,0.0012722015
1.8810000000,0.0012622409
1.8800000000,0.0012522802
1.8790000000,0.0012410745
1.8780000000,0.0012311138
1.8770000000,0.0012211532
1.8760000000,0.0012111925
1.8750000000,0.0011999868
1.8740000000,0.0011900261
1.8730000000,0.0011800655
1.8720000000,0.0011701048
1.8710000000,0.0011601441
1.8700000000,0.0011489384
1.8690000000,0.0011389778
1.8680000000,0.0011290171
1.8670000000,0.0011190564
1.8660000000,0.0011090958
1.8650000000,0.0010991351
1.8640000000,0.0010891745
1.8630000000,0.0010792138
1.8620000000,0.0010680081
1.8610000000,0.0010580474
1.8600000000,0.0010480868
1.8590000000,0.0010381261
1.8580000000,0.0010281654
1.8570000000,0.0010182048
1.8560000000,0.0010082441
1.8550000000,0.0009982835
1.8540000000,0.0009893808
1.8530000000,0.0009794044
1.8520000000,0.0009696775
1.8510000000,0.0009597011
1.8500000000,0.0009498494
1.8490000000,0.0009401224
1.8480000000,0.0009301460
1.8470000000,0.0009202943
1.8460000000,0.0009101933
1.8450000000,0.0009007157
1.8440000000,0.0008908640
1.8430000000,0.0008812617
1.8420000000,0.0008712853
1.8410000000,0.0008616831
1.8400000000,0.0008522055
1.8390000000,0.0008423538
1.8380000000,0.0008328763
1.8370000000,0.0008231493
1.8360000000,0.0008140458
1.8350000000,0.0008043189
1.8340000000,0.0007948413
1.8330000000,0.0007853637
1.8320000000,0.0007758862
1.8310000000,0.0007665333
1.8300000000,0.0007571804
1.8290000000,0.0007478276
1.8280000000,0.0007384747
1.8270000000,0.0007293713
1.8260000000,0.0007201431
1.8250000000,0.0007105408
1.8240000000,0.0007014374
1.8230000000,0.0006923339
1.8220000000,0.0006834799
1.8210000000,0.0006743764
1.8200000000,0.0006652730
1.8190000000,0.0006562942
1.8180000000,0.0006471908
1.8170000000,0.0006384614
1.8160000000,0.0006297321
1.8150000000,0.0006208781
1.8140000000,0.0006120240
1.8130000000,0.0006035441
1.8120000000,0.0005946900
1.8110000000,0.0005858360
1.8100000000,0.0005772314
1.8090000000,0.0005688761
1.8080000000,0.0005605209
1.8070000000,0.0005520410
1.8060000000,0.0005434364
1.8050000000,0.0005352058
1.8040000000,0.0005269753
1.8030000000,0.0005187448
1.8020000000,0.0005106390
1.8010000000,0.0005021591
1.8000000000,0.0004944274
1.7990000000,0.0004861968
1.7980000000,0.0004784651
1.7970000000,0.0004704840
1.7960000000,0.0004627523
1.7950000000,0.0004548959
1.7940000000,0.0004471642
1.7930000000,0.0004393078
1.7920000000,0.0004319502
1.7910000000,0.0004240938
1.7900000000,0.0004168610
1.7890000000,0.0004093787
1.7880000000,0.0004020211
1.7870000000,0.0003945388
1.7860000000,0.0003876800
1.7850000000,0.0003808213
1.7840000000,0.0003735884
1.7830000000,0.0003671037
1.7820000000,0.0003604944
1.7810000000,0.0003540097
1.7800000000,0.0003474004
1.7790000000,0.0003406663
1.7780000000,0.0003343064
1.7770000000,0.0003276970
1.7760000000,0.0003212124
1.7750000000,0.0003153512
1.7740000000,0.0003088666
1.7730000000,0.0003030054
1.7720000000,0.0002968949
1.7710000000,0.0002909091
1.7700000000,0.0002849233
1.7690000000,0.0002793115
1.7680000000,0.0002735751
1.7670000000,0.0002679634
1.7660000000,0.0002623517
1.7650000000,0.0002572388
1.7640000000,0.0002516271
1.7630000000,0.0002462648
1.7620000000,0.0002414013
1.7610000000,0.0002360390
1.7600000000,0.0002309261
1.7590000000,0.0002261873
1.7580000000,0.0002211991
1.7570000000,0.0002164603
1.7560000000,0.0002117215
1.7550000000,0.0002071074
1.7540000000,0.0002028675
1.7530000000,0.0001980040
1.7520000000,0.0001936393
1.7510000000,0.0001895241
1.7500000000,0.0001851594
1.7490000000,0.0001809194
1.7480000000,0.0001770536
1.7470000000,0.0001728136
1.7460000000,0.0001690725
1.7450000000,0.0001654560
1.7440000000,0.0001613408
1.7430000000,0.0001575996
1.7420000000,0.0001542326
1.7410000000,0.0001506162
1.7400000000,0.0001471244
1.7390000000,0.0001438821
1.7380000000,0.0001402657
1.7370000000,0.0001371480
1.7360000000,0.0001339057
1.7350000000,0.0001309128
1.7340000000,0.0001279199
1.7330000000,0.0001250517
1.7320000000,0.0001219340
1.7310000000,0.0001190658
1.7300000000,0.0001164470
1.7290000000,0.0001135788
1.7280000000,0.0001112094
1.7270000000,0.0001080918
1.7260000000,0.0001059718
1.7250000000,0.0001036024
1.7240000000,0.0001011083
1.7230000000,0.0000988636
1.7220000000,0.0000966190
1.7210000000,0.0000941249
1.7200000000,0.0000920668
1.7190000000,0.0000899840
1.7180000000,0.0000877764
1.7170000000,0.0000861924
1.7160000000,0.0000837853
1.7150000000,0.0000822387
1.7140000000,0.0000802806
1.7130000000,0.0000785220
1.7120000000,0.0000768508
1.7110000000,0.0000749799
1.7100000000,0.0000732837
1.7090000000,0.0000718744
1.7080000000,0.0000701033
1.7070000000,0.0000687439
1.7060000000,0.0000672971
1.7050000000,0.0000658877
1.7040000000,0.0000640917
1.7030000000,0.0000631813
1.7020000000,0.0000614476
1.7010000000,0.0000604249
1.7000000000,0.0000593398
1.6990000000,0.0000579679
1.6980000000,0.0000568828
1.6970000000,0.0000556481
1.6960000000,0.0000544508
1.6950000000,0.0000536650
1.6940000000,0.0000523679
1.6930000000,0.0000515447
1.6920000000,0.0000503848
1.6910000000,0.0000494868
1.6900000000,0.0000484142
1.6890000000,0.0000479278
1.6880000000,0.0000465933
1.6870000000,0.0000461443
1.6860000000,0.0000450966
1.6850000000,0.0000447599
1.6840000000,0.0000435750
1.6830000000,0.0000431011
1.6820000000,0.0000421158
1.6810000000,0.0000414672
1.6800000000,0.0000407937
1.6790000000,0.0000401951
1.6780000000,0.0000393594
1.6770000000,0.0000391724
1.6760000000,0.0000383617
1.6750000000,0.0000375759
1.6740000000,0.0000372516
1.6730000000,0.0000367029
1.6720000000,0.0000359670
1.6710000000,0.0000357799
1.6700000000,0.0000350690
1.6690000000,0.0000346574
1.6680000000,0.0000342833
1.6670000000,0.0000337844
1.6660000000,0.0000331233
1.6650000000,0.0000331732
1.6640000000,0.0000324124
1.6630000000,0.0000322254
1.6620000000,0.0000317514
1.6610000000,0.0000313897
1.6600000000,0.0000311153
1.6590000000,0.0000307037
1.6580000000,0.0000302922
1.6570000000,0.0000301300
1.6560000000,0.0000297808
1.6550000000,0.0000295064
1.6540000000,0.0000291447
1.6530000000,0.0000291697
1.6520000000,0.0000285960
1.6510000000,0.0000283091
1.6500000000,0.0000283715
1.6490000000,0.0000278227
1.6480000000,0.0000277603
1.6470000000,0.0000275982
1.6460000000,0.0000272739
1.6450000000,0.0000269870
1.6440000000,0.0000268623
1.6430000000,0.0000265879
1.6420000000,0.0000265380
1.6410000000,0.0000263510
1.6400000000,0.0000261888
1.6390000000,0.0000260890
1.6380000000,0.0000256525
1.6370000000,0.0000255652
1.6360000000,0.0000256026
1.6350000000,0.0000253657
1.6340000000,0.0000251412
1.6330000000,0.0000251786
1.6320000000,0.0000252160
1.6310000000,0.0000247919
1.6300000000,0.0000247670
1.6290000000,0.0000246922
1.6280000000,0.0000247171
1.6270000000,0.0000243928
1.6260000000,0.0000245674
1.6250000000,0.0000242931
1.6240000000,0.0000244053
1.6230000000,0.0000241683
1.6220000000,0.0000239688
1.6210000000,0.0000238565
1.6200000000,0.0000240436
1.6190000000,0.0000238565
1.6180000000,0.0000235697
1.6170000000,0.0000236819
1.6160000000,0.0000238565
1.6150000000,0.0000236320
1.6140000000,0.0000233826
1.6130000000,0.0000235073
1.6120000000,0.0000236445
1.6110000000,0.0000233576
1.6100000000,0.0000234449
1.6090000000,0.0000234449
1.6080000000,0.0000231331
1.6070000000,0.0000232828
1.6060000000,0.0000234075
1.6050000000,0.0000232703
1.6040000000,0.0000231830
1.6030000000,0.0000232953
1.6020000000,0.0000231706
1.6010000000,0.0000231706
1.6000000000,0.0000232204
1.5990000000,0.0000230708
1.5980000000,0.0000231581
1.5970000000,0.0000229959
1.5960000000,0.0000232204
1.5950000000,0.0000230583
1.5940000000,0.0000232953
1.5930000000,0.0000228089
1.5920000000,0.0000231082
1.5910000000,0.0000230334
1.5900000000,0.0000230583
1.5890000000,0.0000229959
1.5880000000,0.0000232953
1.5870000000,0.0000230334
1.5860000000,0.0000232080
1.5850000000,0.0000233452
1.5840000000,0.0000231207
1.5830000000,0.0000232953
1.5820000000,0.0000231581
1.5810000000,0.0000229710
1.5800000000,0.0000232454
1.5790000000,0.0000234449
1.5780000000,0.0000235323
1.5770000000,0.0000232703
1.5760000000,0.0000230957
1.5750000000,0.0000234948
1.5740000000,0.0000234449
1.5730000000,0.0000232828
1.5720000000,0.0000234699
1.5710000000,0.0000235323
1.5700000000,0.0000237069
1.5690000000,0.0000236071
1.5680000000,0.0000238441
1.5670000000,0.0000235323
1.5660000000,0.0000238815
1.5650000000,0.0000238690
1.5640000000,0.0000237193
1.5630000000,0.0000238690
1.5620000000,0.0000237318
1.5610000000,0.0000238690
1.5600000000,0.0000239688
1.5590000000,0.0000241933
1.5580000000,0.0000240686
1.5570000000,0.0000241060
1.5560000000,0.0000244801
1.5550000000,0.0000242931
1.5540000000,0.0000243554
1.5530000000,0.0000245799
1.5520000000,0.0000242806
1.5510000000,0.0000246547
1.5500000000,0.0000245674
1.5490000000,0.0000248169
1.5480000000,0.0000247670
1.5470000000,0.0000246672
1.5460000000,0.0000250539
1.5450000000,0.0000249167
1.5440000000,0.0000251037
1.5430000000,0.0000251911
